1	67.927
2	67.964
3	67.963
4	67.939
5	67.947
6	67.952
7	67.914
8	67.877
9	69.352
10	69.286
11	68.895
12	68.918
13	68.906
14	68.883
15	69.194
16	69.101
17	67.867
18	67.893
19	67.922
20	67.927
21	67.934
22	67.915
23	67.854
24	67.873
25	67.884
26	67.924
27	67.933
28	67.909
29	67.896
30	67.906
31	67.906
32	67.886
33	67.869
34	67.860
35	67.899
36	67.904
37	67.866
38	67.907
39	67.828
40	67.844
41	67.918
42	67.856
43	67.870
44	67.937
45	67.921
46	67.935
47	67.878
48	67.918
