#Phase-2 Materials Map           
#i cr sl tb dcc spigot fiber fibcha subdet ieta iphi depth  
928 61 9 u 0 0 23 5 HE 7 23 5 
928 61 10 u 0 0 0 0 HE 7 24 0 
928 61 10 u 0 0 0 1 HE 7 24 1 
928 61 10 u 0 0 0 2 HE 7 24 2 
928 61 10 u 0 0 0 3 HE 7 24 3 
928 61 10 u 0 0 0 4 HE 7 24 4 
928 61 10 u 0 0 0 5 HE 7 24 5 
928 61 10 u 0 0 1 0 HE 7 25 0 
928 61 10 u 0 0 1 1 HE 7 25 1 
928 61 10 u 0 0 1 2 HE 7 25 2 
928 61 10 u 0 0 1 3 HE 7 25 3 
928 61 10 u 0 0 1 4 HE 7 25 4 
928 61 10 u 0 0 1 5 HE 7 25 5 
928 61 10 u 0 0 2 0 HE 7 26 0 
928 61 10 u 0 0 2 1 HE 7 26 1 
928 61 10 u 0 0 2 2 HE 7 26 2 
928 61 10 u 0 0 2 3 HE 7 26 3 
928 61 10 u 0 0 2 4 HE 7 26 4 
928 61 10 u 0 0 2 5 HE 7 26 5 
928 61 10 u 0 0 3 0 HE 7 27 0 
928 61 10 u 0 0 3 1 HE 7 27 1 
928 61 10 u 0 0 3 2 HE 7 27 2 
928 61 10 u 0 0 3 3 HE 7 27 3 
928 61 10 u 0 0 3 4 HE 7 27 4 
928 61 10 u 0 0 3 5 HE 7 27 5 
928 61 10 u 0 0 4 0 HE 7 28 0 
928 61 10 u 0 0 4 1 HE 7 28 1 
928 61 10 u 0 0 4 2 HE 7 28 2 
928 61 10 u 0 0 4 3 HE 7 28 3 
928 61 10 u 0 0 4 4 HE 7 28 4 
928 61 10 u 0 0 4 5 HE 7 28 5 
928 61 10 u 0 0 5 0 HE 7 29 0 
928 61 10 u 0 0 5 1 HE 7 29 1 
928 61 10 u 0 0 5 2 HE 7 29 2 
928 61 10 u 0 0 5 3 HE 7 29 3 
928 61 10 u 0 0 5 4 HE 7 29 4 
928 61 10 u 0 0 5 5 HE 7 29 5 
928 61 10 u 0 0 6 0 HE 7 30 0 
928 61 10 u 0 0 6 1 HE 7 30 1 
928 61 10 u 0 0 6 2 HE 7 30 2 
928 61 10 u 0 0 6 3 HE 7 30 3 
928 61 10 u 0 0 6 4 HE 7 30 4 
928 61 10 u 0 0 6 5 HE 7 30 5 
928 61 10 u 0 0 7 0 HE 7 31 0 
928 61 10 u 0 0 7 1 HE 7 31 1 
928 61 10 u 0 0 7 2 HE 7 31 2 
928 61 10 u 0 0 7 3 HE 7 31 3 
928 61 10 u 0 0 7 4 HE 7 31 4 
928 61 10 u 0 0 7 5 HE 7 31 5 
1196 63 9 u 0 0 0 0 HE 7 32 0
1196 63 9 u 0 0 0 1 HE 7 32 1
1196 63 9 u 0 0 0 2 HE 7 32 2
1196 63 9 u 0 0 0 3 HE 7 32 3
1196 63 9 u 0 0 0 4 HE 7 32 4
1196 63 9 u 0 0 0 5 HE 7 32 5
1196 63 9 u 0 0 1 0 HE 7 33 0
1196 63 9 u 0 0 1 1 HE 7 33 1
1196 63 9 u 0 0 1 2 HE 7 33 2
1196 63 9 u 0 0 1 3 HE 7 33 3
1196 63 9 u 0 0 1 4 HE 7 33 4
1196 63 9 u 0 0 1 5 HE 7 33 5
#Phase-2 Materials Map 
#i cr sl tb dcc spigot fiber fibcha subdet ieta iphi depth 
928 61 10 u 0 0 8 0 HE 8 0 0 
928 61 10 u 0 0 8 1 HE 8 0 1 
928 61 10 u 0 0 8 2 HE 8 0 2 
928 61 10 u 0 0 8 3 HE 8 0 3 
928 61 10 u 0 0 8 4 HE 8 0 4 
928 61 10 u 0 0 8 5 HE 8 0 5 
928 61 10 u 0 0 9 0 HE 8 1 0 
928 61 10 u 0 0 9 1 HE 8 1 1 
928 61 10 u 0 0 9 2 HE 8 1 2 
928 61 10 u 0 0 9 3 HE 8 1 3 
928 61 10 u 0 0 9 4 HE 8 1 4 
928 61 10 u 0 0 9 5 HE 8 1 5 
928 61 10 u 0 0 10 0 HE 8 2 0 
928 61 10 u 0 0 10 1 HE 8 2 1 
928 61 10 u 0 0 10 2 HE 8 2 2 
928 61 10 u 0 0 10 3 HE 8 2 3 
928 61 10 u 0 0 10 4 HE 8 2 4 
928 61 10 u 0 0 10 5 HE 8 2 5 
928 61 10 u 0 0 11 0 HE 8 3 0 
928 61 10 u 0 0 11 1 HE 8 3 1 
928 61 10 u 0 0 11 2 HE 8 3 2 
928 61 10 u 0 0 11 3 HE 8 3 3 
928 61 10 u 0 0 11 4 HE 8 3 4 
928 61 10 u 0 0 11 5 HE 8 3 5 
928 61 10 u 0 0 12 0 HE 8 4 0 
928 61 10 u 0 0 12 1 HE 8 4 1 
928 61 10 u 0 0 12 2 HE 8 4 2 
928 61 10 u 0 0 12 3 HE 8 4 3 
928 61 10 u 0 0 12 4 HE 8 4 4 
928 61 10 u 0 0 12 5 HE 8 4 5 
928 61 10 u 0 0 13 0 HE 8 5 0 
928 61 10 u 0 0 13 1 HE 8 5 1 
928 61 10 u 0 0 13 2 HE 8 5 2 
928 61 10 u 0 0 13 3 HE 8 5 3 
928 61 10 u 0 0 13 4 HE 8 5 4 
928 61 10 u 0 0 13 5 HE 8 5 5 
928 61 10 u 0 0 14 0 HE 8 6 0 
928 61 10 u 0 0 14 1 HE 8 6 1 
928 61 10 u 0 0 14 2 HE 8 6 2 
928 61 10 u 0 0 14 3 HE 8 6 3 
928 61 10 u 0 0 14 4 HE 8 6 4 
928 61 10 u 0 0 14 5 HE 8 6 5 
928 61 10 u 0 0 15 0 HE 8 7 0 
928 61 10 u 0 0 15 1 HE 8 7 1 
928 61 10 u 0 0 15 2 HE 8 7 2 
928 61 10 u 0 0 15 3 HE 8 7 3 
928 61 10 u 0 0 15 4 HE 8 7 4 
928 61 10 u 0 0 15 5 HE 8 7 5 
928 61 10 u 0 0 16 0 HE 8 8 0 
928 61 10 u 0 0 16 1 HE 8 8 1 
928 61 10 u 0 0 16 2 HE 8 8 2 
928 61 10 u 0 0 16 3 HE 8 8 3 
928 61 10 u 0 0 16 4 HE 8 8 4 
928 61 10 u 0 0 16 5 HE 8 8 5 
928 61 10 u 0 0 17 0 HE 8 9 0 
928 61 10 u 0 0 17 1 HE 8 9 1 
928 61 10 u 0 0 17 2 HE 8 9 2 
928 61 10 u 0 0 17 3 HE 8 9 3 
928 61 10 u 0 0 17 4 HE 8 9 4 
928 61 10 u 0 0 17 5 HE 8 9 5 
928 61 10 u 0 0 18 0 HE 8 10 0 
928 61 10 u 0 0 18 1 HE 8 10 1 
928 61 10 u 0 0 18 2 HE 8 10 2 
928 61 10 u 0 0 18 3 HE 8 10 3 
928 61 10 u 0 0 18 4 HE 8 10 4 
928 61 10 u 0 0 18 5 HE 8 10 5 
928 61 10 u 0 0 19 0 HE 8 11 0 
928 61 10 u 0 0 19 1 HE 8 11 1 
928 61 10 u 0 0 19 2 HE 8 11 2 
928 61 10 u 0 0 19 3 HE 8 11 3 
928 61 10 u 0 0 19 4 HE 8 11 4 
928 61 10 u 0 0 19 5 HE 8 11 5 
928 61 10 u 0 0 20 0 HE 8 12 0 
928 61 10 u 0 0 20 1 HE 8 12 1 
928 61 10 u 0 0 20 2 HE 8 12 2 
928 61 10 u 0 0 20 3 HE 8 12 3 
928 61 10 u 0 0 20 4 HE 8 12 4 
928 61 10 u 0 0 20 5 HE 8 12 5 
928 61 10 u 0 0 21 0 HE 8 13 0 
928 61 10 u 0 0 21 1 HE 8 13 1 
928 61 10 u 0 0 21 2 HE 8 13 2 
928 61 10 u 0 0 21 3 HE 8 13 3 
928 61 10 u 0 0 21 4 HE 8 13 4 
928 61 10 u 0 0 21 5 HE 8 13 5 
928 61 10 u 0 0 22 0 HE 8 14 0 
928 61 10 u 0 0 22 1 HE 8 14 1 
928 61 10 u 0 0 22 2 HE 8 14 2 
928 61 10 u 0 0 22 3 HE 8 14 3 
928 61 10 u 0 0 22 4 HE 8 14 4 
928 61 10 u 0 0 22 5 HE 8 14 5 
928 61 10 u 0 0 23 0 HE 8 15 0 
928 61 10 u 0 0 23 1 HE 8 15 1 
928 61 10 u 0 0 23 2 HE 8 15 2 
928 61 10 u 0 0 23 3 HE 8 15 3 
928 61 10 u 0 0 23 4 HE 8 15 4 
928 61 10 u 0 0 23 5 HE 8 15 5 
928 61 11 u 0 0 0 0 HE 8 16 0 
928 61 11 u 0 0 0 1 HE 8 16 1 
928 61 11 u 0 0 0 2 HE 8 16 2 
928 61 11 u 0 0 0 3 HE 8 16 3 
928 61 11 u 0 0 0 4 HE 8 16 4 
928 61 11 u 0 0 0 5 HE 8 16 5 
928 61 11 u 0 0 1 0 HE 8 17 0 
928 61 11 u 0 0 1 1 HE 8 17 1 
928 61 11 u 0 0 1 2 HE 8 17 2 
928 61 11 u 0 0 1 3 HE 8 17 3 
928 61 11 u 0 0 1 4 HE 8 17 4 
928 61 11 u 0 0 1 5 HE 8 17 5 
928 61 11 u 0 0 2 0 HE 8 18 0 
928 61 11 u 0 0 2 1 HE 8 18 1 
928 61 11 u 0 0 2 2 HE 8 18 2 
928 61 11 u 0 0 2 3 HE 8 18 3 
928 61 11 u 0 0 2 4 HE 8 18 4 
928 61 11 u 0 0 2 5 HE 8 18 5 
928 61 11 u 0 0 3 0 HE 8 19 0 
928 61 11 u 0 0 3 1 HE 8 19 1 
928 61 11 u 0 0 3 2 HE 8 19 2 
928 61 11 u 0 0 3 3 HE 8 19 3 
928 61 11 u 0 0 3 4 HE 8 19 4 
928 61 11 u 0 0 3 5 HE 8 19 5 
928 61 11 u 0 0 4 0 HE 8 20 0 
928 61 11 u 0 0 4 1 HE 8 20 1 
928 61 11 u 0 0 4 2 HE 8 20 2 
928 61 11 u 0 0 4 3 HE 8 20 3 
928 61 11 u 0 0 4 4 HE 8 20 4 
928 61 11 u 0 0 4 5 HE 8 20 5 
928 61 11 u 0 0 5 0 HE 8 21 0 
928 61 11 u 0 0 5 1 HE 8 21 1 
928 61 11 u 0 0 5 2 HE 8 21 2 
928 61 11 u 0 0 5 3 HE 8 21 3 
928 61 11 u 0 0 5 4 HE 8 21 4 
928 61 11 u 0 0 5 5 HE 8 21 5 
928 61 11 u 0 0 6 0 HE 8 22 0 
928 61 11 u 0 0 6 1 HE 8 22 1 
928 61 11 u 0 0 6 2 HE 8 22 2 
928 61 11 u 0 0 6 3 HE 8 22 3 
928 61 11 u 0 0 6 4 HE 8 22 4 
928 61 11 u 0 0 6 5 HE 8 22 5 
928 61 11 u 0 0 7 0 HE 8 23 0 
928 61 11 u 0 0 7 1 HE 8 23 1 
928 61 11 u 0 0 7 2 HE 8 23 2 
928 61 11 u 0 0 7 3 HE 8 23 3 
928 61 11 u 0 0 7 4 HE 8 23 4 
928 61 11 u 0 0 7 5 HE 8 23 5 
928 61 11 u 0 0 8 0 HE 8 24 0 
928 61 11 u 0 0 8 1 HE 8 24 1 
928 61 11 u 0 0 8 2 HE 8 24 2 
928 61 11 u 0 0 8 3 HE 8 24 3 
928 61 11 u 0 0 8 4 HE 8 24 4 
928 61 11 u 0 0 8 5 HE 8 24 5 
928 61 11 u 0 0 9 0 HE 8 25 0 
928 61 11 u 0 0 9 1 HE 8 25 1 
928 61 11 u 0 0 9 2 HE 8 25 2 
928 61 11 u 0 0 9 3 HE 8 25 3 
928 61 11 u 0 0 9 4 HE 8 25 4 
928 61 11 u 0 0 9 5 HE 8 25 5 
928 61 11 u 0 0 10 0 HE 8 26 0 
928 61 11 u 0 0 10 1 HE 8 26 1 
928 61 11 u 0 0 10 2 HE 8 26 2 
928 61 11 u 0 0 10 3 HE 8 26 3 
928 61 11 u 0 0 10 4 HE 8 26 4 
928 61 11 u 0 0 10 5 HE 8 26 5 
928 61 11 u 0 0 11 0 HE 8 27 0 
928 61 11 u 0 0 11 1 HE 8 27 1 
928 61 11 u 0 0 11 2 HE 8 27 2 
928 61 11 u 0 0 11 3 HE 8 27 3 
928 61 11 u 0 0 11 4 HE 8 27 4 
928 61 11 u 0 0 11 5 HE 8 27 5 
928 61 11 u 0 0 12 0 HE 8 28 0 
928 61 11 u 0 0 12 1 HE 8 28 1 
928 61 11 u 0 0 12 2 HE 8 28 2 
928 61 11 u 0 0 12 3 HE 8 28 3 
928 61 11 u 0 0 12 4 HE 8 28 4 
928 61 11 u 0 0 12 5 HE 8 28 5 
928 61 11 u 0 0 13 0 HE 8 29 0 
928 61 11 u 0 0 13 1 HE 8 29 1 
928 61 11 u 0 0 13 2 HE 8 29 2 
928 61 11 u 0 0 13 3 HE 8 29 3 
928 61 11 u 0 0 13 4 HE 8 29 4 
928 61 11 u 0 0 13 5 HE 8 29 5 
928 61 11 u 0 0 14 0 HE 8 30 0 
928 61 11 u 0 0 14 1 HE 8 30 1 
928 61 11 u 0 0 14 2 HE 8 30 2 
928 61 11 u 0 0 14 3 HE 8 30 3 
928 61 11 u 0 0 14 4 HE 8 30 4 
928 61 11 u 0 0 14 5 HE 8 30 5 
928 61 11 u 0 0 15 0 HE 8 31 0 
928 61 11 u 0 0 15 1 HE 8 31 1 
928 61 11 u 0 0 15 2 HE 8 31 2 
928 61 11 u 0 0 15 3 HE 8 31 3 
928 61 11 u 0 0 15 4 HE 8 31 4 
928 61 11 u 0 0 15 5 HE 8 31 5 
1196 63 9 u 0 0 2 0 HE 8 32 0
1196 63 9 u 0 0 2 1 HE 8 32 1
1196 63 9 u 0 0 2 2 HE 8 32 2
1196 63 9 u 0 0 2 3 HE 8 32 3
1196 63 9 u 0 0 2 4 HE 8 32 4
1196 63 9 u 0 0 2 5 HE 8 32 5
1196 63 9 u 0 0 3 0 HE 8 33 0
1196 63 9 u 0 0 3 1 HE 8 33 1
1196 63 9 u 0 0 3 2 HE 8 33 2
1196 63 9 u 0 0 3 3 HE 8 33 3
1196 63 9 u 0 0 3 4 HE 8 33 4
1196 63 9 u 0 0 3 5 HE 8 33 5
#Phase-2 Materials Map 
#i cr sl tb dcc spigot fiber fibcha subdet ieta iphi depth 
928 61 11 u 0 0 16 0 HE 9 0 0 
928 61 11 u 0 0 16 1 HE 9 0 1 
928 61 11 u 0 0 16 2 HE 9 0 2 
928 61 11 u 0 0 16 3 HE 9 0 3 
928 61 11 u 0 0 16 4 HE 9 0 4 
928 61 11 u 0 0 16 5 HE 9 0 5 
928 61 11 u 0 0 17 0 HE 9 1 0 
928 61 11 u 0 0 17 1 HE 9 1 1 
928 61 11 u 0 0 17 2 HE 9 1 2 
928 61 11 u 0 0 17 3 HE 9 1 3 
928 61 11 u 0 0 17 4 HE 9 1 4 
928 61 11 u 0 0 17 5 HE 9 1 5 
928 61 11 u 0 0 18 0 HE 9 2 0 
928 61 11 u 0 0 18 1 HE 9 2 1 
928 61 11 u 0 0 18 2 HE 9 2 2 
928 61 11 u 0 0 18 3 HE 9 2 3 
928 61 11 u 0 0 18 4 HE 9 2 4 
928 61 11 u 0 0 18 5 HE 9 2 5 
928 61 11 u 0 0 19 0 HE 9 3 0 
928 61 11 u 0 0 19 1 HE 9 3 1 
928 61 11 u 0 0 19 2 HE 9 3 2 
928 61 11 u 0 0 19 3 HE 9 3 3 
928 61 11 u 0 0 19 4 HE 9 3 4 
928 61 11 u 0 0 19 5 HE 9 3 5 
928 61 11 u 0 0 20 0 HE 9 4 0 
928 61 11 u 0 0 20 1 HE 9 4 1 
928 61 11 u 0 0 20 2 HE 9 4 2 
928 61 11 u 0 0 20 3 HE 9 4 3 
928 61 11 u 0 0 20 4 HE 9 4 4 
928 61 11 u 0 0 20 5 HE 9 4 5 
928 61 11 u 0 0 21 0 HE 9 5 0 
928 61 11 u 0 0 21 1 HE 9 5 1 
928 61 11 u 0 0 21 2 HE 9 5 2 
928 61 11 u 0 0 21 3 HE 9 5 3 
928 61 11 u 0 0 21 4 HE 9 5 4 
928 61 11 u 0 0 21 5 HE 9 5 5 
928 61 11 u 0 0 22 0 HE 9 6 0 
928 61 11 u 0 0 22 1 HE 9 6 1 
928 61 11 u 0 0 22 2 HE 9 6 2 
928 61 11 u 0 0 22 3 HE 9 6 3 
928 61 11 u 0 0 22 4 HE 9 6 4 
928 61 11 u 0 0 22 5 HE 9 6 5 
928 61 11 u 0 0 23 0 HE 9 7 0 
928 61 11 u 0 0 23 1 HE 9 7 1 
928 61 11 u 0 0 23 2 HE 9 7 2 
928 61 11 u 0 0 23 3 HE 9 7 3 
928 61 11 u 0 0 23 4 HE 9 7 4 
928 61 11 u 0 0 23 5 HE 9 7 5 
928 61 12 u 0 0 0 0 HE 9 8 0 
928 61 12 u 0 0 0 1 HE 9 8 1 
928 61 12 u 0 0 0 2 HE 9 8 2 
928 61 12 u 0 0 0 3 HE 9 8 3 
928 61 12 u 0 0 0 4 HE 9 8 4 
928 61 12 u 0 0 0 5 HE 9 8 5 
928 61 12 u 0 0 1 0 HE 9 9 0 
928 61 12 u 0 0 1 1 HE 9 9 1 
928 61 12 u 0 0 1 2 HE 9 9 2 
928 61 12 u 0 0 1 3 HE 9 9 3 
928 61 12 u 0 0 1 4 HE 9 9 4 
928 61 12 u 0 0 1 5 HE 9 9 5 
928 61 12 u 0 0 2 0 HE 9 10 0 
928 61 12 u 0 0 2 1 HE 9 10 1 
928 61 12 u 0 0 2 2 HE 9 10 2 
928 61 12 u 0 0 2 3 HE 9 10 3 
928 61 12 u 0 0 2 4 HE 9 10 4 
928 61 12 u 0 0 2 5 HE 9 10 5 
928 61 12 u 0 0 3 0 HE 9 11 0 
928 61 12 u 0 0 3 1 HE 9 11 1 
928 61 12 u 0 0 3 2 HE 9 11 2 
928 61 12 u 0 0 3 3 HE 9 11 3 
928 61 12 u 0 0 3 4 HE 9 11 4 
928 61 12 u 0 0 3 5 HE 9 11 5 
928 61 12 u 0 0 4 0 HE 9 12 0 
928 61 12 u 0 0 4 1 HE 9 12 1 
928 61 12 u 0 0 4 2 HE 9 12 2 
928 61 12 u 0 0 4 3 HE 9 12 3 
928 61 12 u 0 0 4 4 HE 9 12 4 
928 61 12 u 0 0 4 5 HE 9 12 5 
928 61 12 u 0 0 5 0 HE 9 13 0 
928 61 12 u 0 0 5 1 HE 9 13 1 
928 61 12 u 0 0 5 2 HE 9 13 2 
928 61 12 u 0 0 5 3 HE 9 13 3 
928 61 12 u 0 0 5 4 HE 9 13 4 
928 61 12 u 0 0 5 5 HE 9 13 5 
928 61 12 u 0 0 6 0 HE 9 14 0 
928 61 12 u 0 0 6 1 HE 9 14 1 
928 61 12 u 0 0 6 2 HE 9 14 2 
928 61 12 u 0 0 6 3 HE 9 14 3 
928 61 12 u 0 0 6 4 HE 9 14 4 
928 61 12 u 0 0 6 5 HE 9 14 5 
928 61 12 u 0 0 7 0 HE 9 15 0 
928 61 12 u 0 0 7 1 HE 9 15 1 
928 61 12 u 0 0 7 2 HE 9 15 2 
928 61 12 u 0 0 7 3 HE 9 15 3 
928 61 12 u 0 0 7 4 HE 9 15 4 
928 61 12 u 0 0 7 5 HE 9 15 5 
928 61 12 u 0 0 8 0 HE 9 16 0 
928 61 12 u 0 0 8 1 HE 9 16 1 
928 61 12 u 0 0 8 2 HE 9 16 2 
928 61 12 u 0 0 8 3 HE 9 16 3 
928 61 12 u 0 0 8 4 HE 9 16 4 
928 61 12 u 0 0 8 5 HE 9 16 5 
928 61 12 u 0 0 9 0 HE 9 17 0 
928 61 12 u 0 0 9 1 HE 9 17 1 
928 61 12 u 0 0 9 2 HE 9 17 2 
928 61 12 u 0 0 9 3 HE 9 17 3 
928 61 12 u 0 0 9 4 HE 9 17 4 
928 61 12 u 0 0 9 5 HE 9 17 5 
928 61 12 u 0 0 10 0 HE 9 18 0 
928 61 12 u 0 0 10 1 HE 9 18 1 
928 61 12 u 0 0 10 2 HE 9 18 2 
928 61 12 u 0 0 10 3 HE 9 18 3 
928 61 12 u 0 0 10 4 HE 9 18 4 
928 61 12 u 0 0 10 5 HE 9 18 5 
928 61 12 u 0 0 11 0 HE 9 19 0 
928 61 12 u 0 0 11 1 HE 9 19 1 
928 61 12 u 0 0 11 2 HE 9 19 2 
928 61 12 u 0 0 11 3 HE 9 19 3 
928 61 12 u 0 0 11 4 HE 9 19 4 
928 61 12 u 0 0 11 5 HE 9 19 5 
928 61 12 u 0 0 12 0 HE 9 20 0 
928 61 12 u 0 0 12 1 HE 9 20 1 
928 61 12 u 0 0 12 2 HE 9 20 2 
928 61 12 u 0 0 12 3 HE 9 20 3 
928 61 12 u 0 0 12 4 HE 9 20 4 
928 61 12 u 0 0 12 5 HE 9 20 5 
928 61 12 u 0 0 13 0 HE 9 21 0 
928 61 12 u 0 0 13 1 HE 9 21 1 
928 61 12 u 0 0 13 2 HE 9 21 2 
928 61 12 u 0 0 13 3 HE 9 21 3 
928 61 12 u 0 0 13 4 HE 9 21 4 
928 61 12 u 0 0 13 5 HE 9 21 5 
928 61 12 u 0 0 14 0 HE 9 22 0 
928 61 12 u 0 0 14 1 HE 9 22 1 
928 61 12 u 0 0 14 2 HE 9 22 2 
928 61 12 u 0 0 14 3 HE 9 22 3 
928 61 12 u 0 0 14 4 HE 9 22 4 
928 61 12 u 0 0 14 5 HE 9 22 5 
928 61 12 u 0 0 15 0 HE 9 23 0 
928 61 12 u 0 0 15 1 HE 9 23 1 
928 61 12 u 0 0 15 2 HE 9 23 2 
928 61 12 u 0 0 15 3 HE 9 23 3 
928 61 12 u 0 0 15 4 HE 9 23 4 
928 61 12 u 0 0 15 5 HE 9 23 5 
928 61 12 u 0 0 16 0 HE 9 24 0 
928 61 12 u 0 0 16 1 HE 9 24 1 
928 61 12 u 0 0 16 2 HE 9 24 2 
928 61 12 u 0 0 16 3 HE 9 24 3 
928 61 12 u 0 0 16 4 HE 9 24 4 
928 61 12 u 0 0 16 5 HE 9 24 5 
928 61 12 u 0 0 17 0 HE 9 25 0 
928 61 12 u 0 0 17 1 HE 9 25 1 
928 61 12 u 0 0 17 2 HE 9 25 2 
928 61 12 u 0 0 17 3 HE 9 25 3 
928 61 12 u 0 0 17 4 HE 9 25 4 
928 61 12 u 0 0 17 5 HE 9 25 5 
928 61 12 u 0 0 18 0 HE 9 26 0 
928 61 12 u 0 0 18 1 HE 9 26 1 
928 61 12 u 0 0 18 2 HE 9 26 2 
928 61 12 u 0 0 18 3 HE 9 26 3 
928 61 12 u 0 0 18 4 HE 9 26 4 
928 61 12 u 0 0 18 5 HE 9 26 5 
928 61 12 u 0 0 19 0 HE 9 27 0 
928 61 12 u 0 0 19 1 HE 9 27 1 
928 61 12 u 0 0 19 2 HE 9 27 2 
928 61 12 u 0 0 19 3 HE 9 27 3 
928 61 12 u 0 0 19 4 HE 9 27 4 
928 61 12 u 0 0 19 5 HE 9 27 5 
928 61 12 u 0 0 20 0 HE 9 28 0 
928 61 12 u 0 0 20 1 HE 9 28 1 
928 61 12 u 0 0 20 2 HE 9 28 2 
928 61 12 u 0 0 20 3 HE 9 28 3 
928 61 12 u 0 0 20 4 HE 9 28 4 
928 61 12 u 0 0 20 5 HE 9 28 5 
928 61 12 u 0 0 21 0 HE 9 29 0 
928 61 12 u 0 0 21 1 HE 9 29 1 
928 61 12 u 0 0 21 2 HE 9 29 2 
928 61 12 u 0 0 21 3 HE 9 29 3 
928 61 12 u 0 0 21 4 HE 9 29 4 
928 61 12 u 0 0 21 5 HE 9 29 5 
928 61 12 u 0 0 22 0 HE 9 30 0 
928 61 12 u 0 0 22 1 HE 9 30 1 
928 61 12 u 0 0 22 2 HE 9 30 2 
928 61 12 u 0 0 22 3 HE 9 30 3 
928 61 12 u 0 0 22 4 HE 9 30 4 
928 61 12 u 0 0 22 5 HE 9 30 5 
928 61 12 u 0 0 23 0 HE 9 31 0 
928 61 12 u 0 0 23 1 HE 9 31 1 
928 61 12 u 0 0 23 2 HE 9 31 2 
928 61 12 u 0 0 23 3 HE 9 31 3 
928 61 12 u 0 0 23 4 HE 9 31 4 
928 61 12 u 0 0 23 5 HE 9 31 5
1196 63 9 u 0 0 4 0 HE 9 32 0
1196 63 9 u 0 0 4 1 HE 9 32 1
1196 63 9 u 0 0 4 2 HE 9 32 2
1196 63 9 u 0 0 4 3 HE 9 32 3
1196 63 9 u 0 0 4 4 HE 9 32 4
1196 63 9 u 0 0 4 5 HE 9 32 5
1196 63 9 u 0 0 5 0 HE 9 33 0
1196 63 9 u 0 0 5 1 HE 9 33 1
1196 63 9 u 0 0 5 2 HE 9 33 2
1196 63 9 u 0 0 5 3 HE 9 33 3
1196 63 9 u 0 0 5 4 HE 9 33 4
1196 63 9 u 0 0 5 5 HE 9 33 5 
#Phase-2 Materials Map 
#i cr sl tb dcc spigot fiber fibcha subdet ieta iphi depth 
928 62 1 u 0 0 0 0 HE 10 0 0 
928 62 1 u 0 0 0 1 HE 10 0 1 
928 62 1 u 0 0 0 2 HE 10 0 2 
928 62 1 u 0 0 0 3 HE 10 0 3 
928 62 1 u 0 0 0 4 HE 10 0 4 
928 62 1 u 0 0 0 5 HE 10 0 5 
928 62 1 u 0 0 1 0 HE 10 1 0 
928 62 1 u 0 0 1 1 HE 10 1 1 
928 62 1 u 0 0 1 2 HE 10 1 2 
928 62 1 u 0 0 1 3 HE 10 1 3 
928 62 1 u 0 0 1 4 HE 10 1 4 
928 62 1 u 0 0 1 5 HE 10 1 5 
928 62 1 u 0 0 2 0 HE 10 2 0 
928 62 1 u 0 0 2 1 HE 10 2 1 
928 62 1 u 0 0 2 2 HE 10 2 2 
928 62 1 u 0 0 2 3 HE 10 2 3 
928 62 1 u 0 0 2 4 HE 10 2 4 
928 62 1 u 0 0 2 5 HE 10 2 5 
928 62 1 u 0 0 3 0 HE 10 3 0 
928 62 1 u 0 0 3 1 HE 10 3 1 
928 62 1 u 0 0 3 2 HE 10 3 2 
928 62 1 u 0 0 3 3 HE 10 3 3 
928 62 1 u 0 0 3 4 HE 10 3 4 
928 62 1 u 0 0 3 5 HE 10 3 5 
928 62 1 u 0 0 4 0 HE 10 4 0 
928 62 1 u 0 0 4 1 HE 10 4 1 
928 62 1 u 0 0 4 2 HE 10 4 2 
928 62 1 u 0 0 4 3 HE 10 4 3 
928 62 1 u 0 0 4 4 HE 10 4 4 
928 62 1 u 0 0 4 5 HE 10 4 5 
928 62 1 u 0 0 5 0 HE 10 5 0 
928 62 1 u 0 0 5 1 HE 10 5 1 
928 62 1 u 0 0 5 2 HE 10 5 2 
928 62 1 u 0 0 5 3 HE 10 5 3 
928 62 1 u 0 0 5 4 HE 10 5 4 
928 62 1 u 0 0 5 5 HE 10 5 5 
928 62 1 u 0 0 6 0 HE 10 6 0 
928 62 1 u 0 0 6 1 HE 10 6 1 
928 62 1 u 0 0 6 2 HE 10 6 2 
928 62 1 u 0 0 6 3 HE 10 6 3 
928 62 1 u 0 0 6 4 HE 10 6 4 
928 62 1 u 0 0 6 5 HE 10 6 5 
928 62 1 u 0 0 7 0 HE 10 7 0 
928 62 1 u 0 0 7 1 HE 10 7 1 
928 62 1 u 0 0 7 2 HE 10 7 2 
928 62 1 u 0 0 7 3 HE 10 7 3 
928 62 1 u 0 0 7 4 HE 10 7 4 
928 62 1 u 0 0 7 5 HE 10 7 5 
928 62 1 u 0 0 8 0 HE 10 8 0 
928 62 1 u 0 0 8 1 HE 10 8 1 
928 62 1 u 0 0 8 2 HE 10 8 2 
928 62 1 u 0 0 8 3 HE 10 8 3 
928 62 1 u 0 0 8 4 HE 10 8 4 
928 62 1 u 0 0 8 5 HE 10 8 5 
928 62 1 u 0 0 9 0 HE 10 9 0 
928 62 1 u 0 0 9 1 HE 10 9 1 
928 62 1 u 0 0 9 2 HE 10 9 2 
928 62 1 u 0 0 9 3 HE 10 9 3 
928 62 1 u 0 0 9 4 HE 10 9 4 
928 62 1 u 0 0 9 5 HE 10 9 5 
928 62 1 u 0 0 10 0 HE 10 10 0 
928 62 1 u 0 0 10 1 HE 10 10 1 
